"SMILES","EXTERNALID","N","INTRODUCER","MODIFIER","AMES {measured}","COMMENTS"
"CC1=CC=CC(=C1N)N(=O)=O","-","630","midnighter","published","active","-"
"ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl","-","631","midnighter","published","inactive","-"
"C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C","-","632","midnighter","published","inactive","-"
"CCCN(CCCC(O)=O)N=O","-","633","midnighter","published","active","-"
"CC1=CC2=C(C=CC(O)C2O)C2=C1C=C1C=CC=CC1=C2","-","634","midnighter","published","active","-"
"CCCCO","-","635","midnighter","published","inactive","-"
"ICCC1=CC=CC=C1","-","636","midnighter","published","inactive","-"
"CS\C(C)=N/OC(=O)N(C)N=O","-","637","midnighter","published","active","-"
"ClC1=CC=C(C=C1Cl)C(=O)\N=C1/SN(C(=O)C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)N(=O)=O","-","638","midnighter","published","active","-"
"ClC(Cl)=C(Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","-","639","midnighter","published","inactive","-"
"CCCCCCCCSCN1CN(C)C=C1","-","640","midnighter","published","inactive","-"
"O1C2C1C1=C3C(=CC=C1)C1OC1C1=C3C2=CC=C1","-","641","midnighter","published","active","-"
"O=S1(=O)CC=CC1","-","642","midnighter","published","inactive","-"
"CCCCCCC=C","-","643","midnighter","published","inactive","-"
"CCCCC1CO1","-","644","midnighter","published","inactive","-"
"S=P(N1CC1)(N1CC1)N1CC1","-","645","midnighter","published","active","-"
"FC1=C(F)C(F)=C(Cl)C(F)=C1F","-","646","midnighter","published","inactive","-"
"CNP(=O)(N(C)C)N(C)C","-","647","midnighter","published","active","-"
"BrC1=CC(Br)=C(C(Br)=C1)C1=C(Br)C=C(Br)C=C1Br","-","648","midnighter","published","inactive","-"
"CC(=O)NC1=CC=C2C(CC3=CC=CC=C23)=C1OC(C)=O","-","649","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2OC3=C(C=C(C=C3)N(=O)=O)C2=C1","-","650","midnighter","published","active","-"
"ClCC#N","-","651","midnighter","published","inactive","-"
"CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1","-","652","midnighter","published","inactive","-"
"ClC1=C(Cl)C(=O)C2=CC=CC=C2C1=O","-","653","midnighter","published","active","-"
"O=N(=O)C1=CC2=C(C=CC=C2)C2=C1C=CC=C2","-","654","midnighter","published","active","-"
"OC1=CC=C(O)C2=C1C(O)=C1C=CC=CC1=C2O","-","655","midnighter","published","active","-"
"C[C@H]1C[C@@H](C)C(=O)[C@H](C1)[C@@H](O)CC1CC(=O)NC(=O)C1","-","656","midnighter","published","inactive","-"
"OC(=O)C1=CC=CC(=C1)N(=O)=O","-","657","midnighter","published","active","-"
"NC1=CC(=CC=C1Cl)C(F)(F)F","-","658","midnighter","published","inactive","-"
"C1CC2=NC=CC=C2C2OC12","-","659","midnighter","published","inactive","-"
"CCCCOC(=O)\C=C/C(=O)OCCCC","-","660","midnighter","published","inactive","-"
"CCCCN(CCCC(O)=O)N=O","-","661","midnighter","published","active","-"
"FC1=CC=CC2=C1C=C1C(=C2)C2=CC=CC3=CC=CC1=C23","-","562","midnighter","published","active","-"
"FC1=CC=C2C3=C(C=C4C=CC=CC4=C3)C3=C2C1=CC=C3","-","563","midnighter","published","active","-"
"BrC[C@@H](Br)COC(=O)C=C","-","564","midnighter","published","active","-"
"CN(C)C1=CC=C(C=C1)N=NC1=CC=C(NC(C)=O)C=C1","-","565","midnighter","published","active","-"
"OC1=CC=CC=C1Cl","-","566","midnighter","published","inactive","-"
"NC1=CC2=C(C=CC=C2)C2=C1C=CC=C2","-","567","midnighter","published","active","-"
"O=N(=O)C1=CC=CC2=C1C1=C(C(=CC=C1)N(=O)=O)C(=C2)N(=O)=O","-","568","midnighter","published","active","-"
"OCCN(CCO)N=O","-","569","midnighter","published","active","-"
"O=C(NC1=CC=C(C=C1)N(=O)=O)C1=CSC(=C1)N(=O)=O","-","570","midnighter","published","active","-"
"CN(C)CCOC(=O)C=C","-","571","midnighter","published","inactive","-"
"ClCCNCCCl","-","572","midnighter","published","active","-"
"OC(=O)CCC(=O)NC1=CC(Cl)=C(Cl)C(Cl)=C1","-","573","midnighter","published","inactive","-"
"COC1=CC=C2C=C3N(C)CCC4=CC(OC)=C(OC)C(C2=C1)=C34","-","574","midnighter","published","inactive","-"
"FC1=CC=C(F)C2=C1C=CC1=C2C=CC=N1","-","575","midnighter","published","active","-"
"COC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=CC=C1)C1=CC=CC=C1","-","576","midnighter","published","active","-"
"ClC1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1","-","577","midnighter","published","inactive","-"
"C1COCO1","-","578","midnighter","published","inactive","-"
"CNC1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C","-","579","midnighter","published","active","-"
"COC(=O)C1=C(C(=C(O1)N(OC(C)=O)C(C)=O)C1=CC=CC=C1)C1=CC=CC=C1","-","580","midnighter","published","inactive","-"
"BrCC(Br)CBr","-","581","midnighter","published","active","-"
"O=C1C2=CC=CC=C2C2=CC=C(C=C12)N(=O)=O","-","582","midnighter","published","active","-"
"CC\C=C\C\C=C\C\C=C\CCCCCCCC(O)=O","-","583","midnighter","published","inactive","-"
"CC(=O)NC1=NC(=CS1)C1=CC=C(O1)N(=O)=O","-","584","midnighter","published","active","-"
"CC(=O)NC1=CC=NC2=C1C=CC=C2","-","585","midnighter","published","inactive","-"
"CNP(=S)(N1CC1)N1CC1","-","586","midnighter","published","active","-"
"BrCC1=C2C=CC3=CC=CC4=CC5=C(C6=C1C=CC=C6C=C5)C2=C34","-","587","midnighter","published","active","-"
"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl","-","588","midnighter","published","active","-"
"NC1=CC=C2N=C3C(N)=CC=CC3=NC2=C1","-","589","midnighter","published","active","-"
"CSCC(NC(=O)COC1=CC=CC2=C1C=CN=C2)C(=O)NC(CC1=CC=CC=C1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C","-","590","midnighter","published","inactive","-"
"CCCCN(CCCO)N=O","-","591","midnighter","published","active","-"
"NC1=CC(=CC(=C1O)N(=O)=O)N(=O)=O","-","592","midnighter","published","active","-"
"CC(Br)Br","-","593","midnighter","published","inactive","-"
"BrCCOC(=O)C=C","-","594","midnighter","published","active","-"
"FC(F)(F)C(\Cl)=C(/Cl)SSC1=CC=CC=C1N(=O)=O","-","595","midnighter","published","active","-"
"OCCCCO","-","596","midnighter","published","inactive","-"
"CN1C(N)=NC2=C1C=C(C)C1=C2N=C(C)C(C)=N1","-","597","midnighter","published","active","-"
"COP(Cl)(=S)OC","-","598","midnighter","published","inactive","-"
"CC(=O)OCNC(=O)C1=CC=C(Cl)C=C1","-","599","midnighter","published","inactive","-"
"O=N(=O)C1=C(N=C2SCCN12)C1=CC=C(C=C1)N(=O)=O","-","600","midnighter","published","active","-"
"COC1=CC=CC(C=O)=C1O","-","601","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2SC3=C(C=CC=C3)C2=C1","-","602","midnighter","published","active","-"
"CCC1=CC=CC2=C1NC=C2CCO","-","603","midnighter","published","inactive","-"
"CC12OOC1(C)C1=CC=CC=C1O2","-","604","midnighter","published","active","-"
"COC(=O)C1=CC=CC=C1N","-","605","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2C3=C(C=CC=C3)C3=C4C(C=CC1=C24)=CC=C3","-","606","midnighter","published","active","-"
"O=CC1=CC=C(C=C1)N(=O)=O","-","607","midnighter","published","active","-"
"CC1=CC=C(C=C1)S(=O)(=O)NC1CCCCC1","-","608","midnighter","published","inactive","-"
"ICI","-","609","midnighter","published","inactive","-"
"CN1CCN(CC1)C1=CC2=C(C=C1F)N1C(=CC(=O)N(O)C1=O)N2C1CC1","-","610","midnighter","published","active","-"
"CC(C)(C)OC(=O)NC(CN=[N]#N)C(O)=O","-","611","midnighter","published","active","-"
"CC(=O)NC1=NC(=NC(NC(C)=O)=N1)C1=CC=C(O1)N(=O)=O","-","512","midnighter","published","active","-"
"BrC(Br)C(Br)Br","-","513","midnighter","published","inactive","-"
"NC1=CC=CC2=C1C=CC1=C2C=CC=C1","-","514","midnighter","published","active","-"
"CN1CCN(CC1)C1=CC2=C(C=C1F)N1C(=CC(=O)NC1=O)N2C1CC1","-","515","midnighter","published","active","-"
"[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H]","-","516","midnighter","published","inactive","-"
"COC1=NN=CC2=C1C=CC=N2","-","517","midnighter","published","inactive","-"
"N[C@@H](CCC(=O)NNC1=CC=C(CO)C=C1)C(O)=O","-","518","midnighter","published","active","-"
"O=N(=O)C1=C2C=CCCC2=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","519","midnighter","published","active","-"
"COC(=O)\C=C\C(\C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(=O)OC","-","520","midnighter","published","active","-"
"CN1C=NC(=C1N=O)C1=CC=CC=C1","-","521","midnighter","published","active","-"
"C1=CC=C2C(C=CC3=C2C=CC2=C3C=CC=N2)=C1","-","522","midnighter","published","active","-"
"O=C1CC2SCC=CN12","-","523","midnighter","published","inactive","-"
"CSCCC=O","-","524","midnighter","published","inactive","-"
"CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","-","525","midnighter","published","inactive","-"
"OC1=CC2=C(C=C1N(=O)=O)C1=C(N2)C=CC=C1","-","526","midnighter","published","active","-"
"COC(=O)C(\C)=C\C1=CC=C(O1)N(=O)=O","-","527","midnighter","published","active","-"
"COC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O","-","528","midnighter","published","active","-"
"CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C","-","529","midnighter","published","inactive","-"
"CCCCCCNCCCCCC","-","530","midnighter","published","inactive","-"
"CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O","-","531","midnighter","published","inactive","-"
"ClC(=C)C=O","-","532","midnighter","published","active","-"
"O=N(=O)C1=C2C=CC=CC2=CC2=C1C=CC=C2","-","533","midnighter","published","active","-"
"CC(C)CCCCCOC(=O)CC1=CC(Cl)=C(Cl)C=C1Cl","-","534","midnighter","published","inactive","-"
"N#CC1=C(SCCS1)C#N","-","535","midnighter","published","inactive","-"
"BrCC(Br)C=O","-","536","midnighter","published","active","-"
"NC1=CC=C(C=C1O)N(=O)=O","-","537","midnighter","published","active","-"
"CC1=CC=C(O1)C=O","-","538","midnighter","published","inactive","-"
"CN(C=O)N=O","-","539","midnighter","published","active","-"
"OCC(O)C(O)CO","-","540","midnighter","published","inactive","-"
"N(N=NC1=CC=CC=C1)C1=CC=CC=C1","-","541","midnighter","published","active","-"
"ClC1=CC=C(Cl)N=C1","-","542","midnighter","published","inactive","-"
"CC1(C)C=C(C(O)=O)C(C)(C)N1O","-","543","midnighter","published","inactive","-"
"CC(C)CN(N)CC(C)C","-","544","midnighter","published","active","-"
"CC1=CC(C)=C2C=C(C)C(N)=CC2=N1","-","545","midnighter","published","active","-"
"ClC1=CC(=CC(Cl)=C1)N1C(=O)N2C[C@H](C[C@@]2(CC2=CC=C(C=C2)C#N)C1=O)N=[N+]=N","-","546","midnighter","published","active","-"
"CC1=CC=C(C)C(=C1)N(=O)=O","-","547","midnighter","published","active","-"
"O=C1C=CC(=O)C(=C1)C1=CC=CC=C1","-","548","midnighter","published","inactive","-"
"CC(=O)ON(OCC1=CC=C(C=C1)C(C)(C)C)C(=O)C1=CC=CC=C1","-","549","midnighter","published","active","-"
"CC(=O)NC1=NC(=CS1)C1=CC(=CS1)N(=O)=O","-","550","midnighter","published","active","-"
"CCCN(CCC)C1=C(C=C(C=C1N(=O)=O)C(F)(F)F)N(=O)=O","-","551","midnighter","published","active","-"
"OC(=O)C1=CC=CO1","-","552","midnighter","published","inactive","-"
"CC(=O)OON(=O)=O","-","553","midnighter","published","active","-"
"CC1=CC=CC=C1N=NC1=C(O)C=CC2=C1C=CC=C2","-","554","midnighter","published","active","-"
"O[C@@H]([C@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)N(=O)=O","-","555","midnighter","published","inactive","-"
"CCOC(=O)CC(C)C","-","556","midnighter","published","inactive","-"
"COC1=NSC2=C1C=C(N)C=C2","-","557","midnighter","published","active","-"
"CN(N=O)C(=N)NN(=O)=O","-","558","midnighter","published","active","-"
"O=C(C1OC1C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1","-","559","midnighter","published","inactive","-"
"O[C@@H]1[C@H]2O[C@H]2C2=CC3=C(C=CC4=C3C=CC=C4)C=C2[C@H]1O","-","560","midnighter","published","active","-"
"CC1=C2C3OC3C3=CC=CC=C3C2=NC2=C1C=C(CO)C=C2","-","561","midnighter","published","inactive","-"
"FC(F)(F)C1=CC=CC=C1","-","462","midnighter","published","inactive","-"
"NC1=CC=CC=C1C(=O)OC1CCCCC1","-","463","midnighter","published","inactive","-"
"CN1C(N=[N]#N)=NC2=C1C1=C(C=CC=C1)C=C2","-","464","midnighter","published","active","-"
"CC1(C)CC(N)CC(C)(C)N1O","-","465","midnighter","published","active","-"
"ON1C(=O)CCC1=O","-","466","midnighter","published","inactive","-"
"CCOC(=O)CC(C)=O","-","467","midnighter","published","inactive","-"
"CC(=O)ON(OCC1=CC=CC=C1)C(=O)C1=CC=CC=C1","-","468","midnighter","published","active","-"
"COC1=CC=C([C@H](OC(C)=O)C=C)C2=C1C=CC=C2","-","469","midnighter","published","active","-"
"C1C=CC2=C1C=CC1=C2C2=C(C=CC=C2)C=C1","-","470","midnighter","published","active","-"
"OC1=CC=C(C=C1N(=O)=O)C1=CC=CC(=C1O)N(=O)=O","-","471","midnighter","published","inactive","-"
"NC1=CC=C(C=C1)C1=CC=CC=C1","-","472","midnighter","published","active","-"
"CCC1=C2C3OC3C3=CC=CC=C3C2=CC2=C1C=CC=C2","-","473","midnighter","published","active","-"
"OC(CN=[N]#N)C1=CC=CC=C1","-","474","midnighter","published","active","-"
"CC(C)Br","-","475","midnighter","published","active","-"
"O=N(=O)C1=CC=C(SC#N)C(=C1)N(=O)=O","-","476","midnighter","published","active","-"
"CC1=NC=C(N1CCO)N(=O)=O","-","477","midnighter","published","active","-"
"NC(CCC(=O)N(CC(O)=O)C(=O)C(N)CSN=O)C(O)=O","-","478","midnighter","published","active","-"
"NC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1","-","479","midnighter","published","inactive","-"
"ONC1=CC=CC2=C1C=CC=C2","-","480","midnighter","published","active","-"
"OC1C2OC2C2=C(C=CC3=NC4=C(C=C23)C2=C(C=CC=C2)C=C4)C1O","-","481","midnighter","published","active","-"
"C=CC(=O)OC[C@H]1CO1","-","482","midnighter","published","active","-"
"O=NC1=CC=C2C=CC3=C4C(C=CC1=C24)=C1C=CC=CC1=C3","-","483","midnighter","published","active","-"
"CCCCCCC1=CC=C(C=C1)C1=CC=C(C=C1)C#N","-","484","midnighter","published","inactive","-"
"OC(=O)C1CSC(N1C(=O)CCS)C1=CC=CC=C1O","-","485","midnighter","published","inactive","-"
"CC1=CC(C)(C)NC2=CC=CC=C12","-","486","midnighter","published","inactive","-"
"CCCCCCCCCCCCCC(O)=O","-","487","midnighter","published","inactive","-"
"C[C@H]1C(C)(C)C2=C(C=C3[C@H](C)OCCC3=C2)C1(C)C","-","488","midnighter","published","inactive","-"
"CN(N=O)C(=O)C1=CC=CC=C1","-","489","midnighter","published","active","-"
"CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(O)C=CC(O)=C1C3=O","-","490","midnighter","published","active","-"
"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C3=CC=C(O)C=C3)C(F)=C12","-","491","midnighter","published","active","-"
"NC(=O)N(C1=CC=CC=C1)C1=CC=C(C=C1)C(O)=O","-","492","midnighter","published","active","-"
"OCCN(CCO)C1=CC=C(N=NC2=C(Cl)C=C(C=C2Cl)N(=O)=O)C(Cl)=C1","-","493","midnighter","published","active","-"
"COC1=CC=C2C(=O)C3=C(OC)C(OC)=CC4=C3C(=NC=C4)C2=C1","-","494","midnighter","published","active","-"
"CC1=CC=CC2=C1C=CC1=C2C=CC2=C1C=CC=C2","-","495","midnighter","published","active","-"
"CN1C(N)=NC2=C1C=C(C)C1=NC(C)=CN=C21","-","496","midnighter","published","active","-"
"OC1=CC=CC2=C1C=CC=N2","-","497","midnighter","published","active","-"
"OC1=CC2=C3C(C=CC4=C5C=CC=CC5=CC1=C34)=CC=C2","-","498","midnighter","published","active","-"
"CN(C)CCNC(=O)C1=CC=CC2=C1OC(=C2)C1=CC=CC=C1","-","499","midnighter","published","active","-"
"O=C1OC2=CC=C(C3=C2C2=C(C=CC=C12)C=C3)N(=O)=O","-","500","midnighter","published","active","-"
"CC(=C)C1=CC=C(C)C2=CC=C(CO)C2=C1","-","501","midnighter","published","active","-"
"CC(C)[C@H]1CC[C@H](C)CC1","-","502","midnighter","published","inactive","-"
"O=C1C(=O)C2=CC=CC=C2C2=CC=CC=C12","-","503","midnighter","published","inactive","-"
"CC(=O)NC1=CC=C2C(=O)C(=O)C3=CC=CC4=C3C2=C1C=C4","-","504","midnighter","published","active","-"
"CC(C)(C)C1=CC(=CC=C1NO)C1=CC=CC=C1","-","505","midnighter","published","active","-"
"O\N=C\C1=CC=CC=N1","-","506","midnighter","published","inactive","-"
"CC(=O)OCN(CCCCCl)N=O","-","507","midnighter","published","active","-"
"COC1=CC2=C([C@@H]3C=CO[C@@H]3O2)C2=C1C1=C([C@@H](O)C[C@@H]1O)C(=O)O2","-","508","midnighter","published","active","-"
"CNC(=O)OC1=CC=CC2=C1C=CC=C2","-","509","midnighter","published","active","-"
"CC1=CC(N)=CC(=C1N)N(=O)=O","-","510","midnighter","published","active","-"
"ClCC1=CC=C2C=CC3=C4C(C=CC1=C24)=C1C=CC=CC1=C3","-","511","midnighter","published","inactive","-"
"CCCCSCCC(N)C(O)=O","-","412","midnighter","published","inactive","-"
"CC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N","-","413","midnighter","published","active","-"
"OC1=C(C=C(C2=C1C=C(C=C2)S(O)(=O)=O)N(=O)=O)N(=O)=O","-","414","midnighter","published","active","-"
"CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O","-","415","midnighter","published","inactive","-"
"CCN(CC)C1=CC=C2C(OC3=CC(C=CC3=C2C2=CC=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=[N+](CC)CC)=C1","-","416","midnighter","published","active","-"
"CCC1(OC1(C(N)=O)C(=O)OC)C(C)O","-","417","midnighter","published","inactive","-"
"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1","-","418","midnighter","published","inactive","-"
"OC1=CC=C2C(CC3=CC(=CC=C23)N(=O)=O)=C1","-","419","midnighter","published","active","-"
"NC1=CC=C(N=NC2=CC=C(C=C2)N=NC2=C(N)C3=C(C=C2S(O)(=O)=O)C=C(C(N=NC2=CC=C(C=C2)N=NC2=CC=C(N)C=C2N)=C3O)S(O)(=O)=O)C(N)=C1","-","420","midnighter","published","active","-"
"OC1C(O)C2=CC=C(C3=C2C2=C(C=CC=C12)C=C3)N(=O)=O","-","421","midnighter","published","active","-"
"CC1=NC2=C(N1)C=CC1=C2C2=C(C=CC(O)=C2)C=C1","-","422","midnighter","published","active","-"
"O1C2=C(C=CC=C2)N=C1C1=CC=CC=C1","-","423","midnighter","published","inactive","-"
"CC(C)ON(OC(C)=O)C(=O)C1=CC=CC=C1","-","424","midnighter","published","active","-"
"CC(C)C1=CC(=CC=C1N)C1=CC=CC=C1","-","425","midnighter","published","active","-"
"ClCC1=CC2=C3C(C=CC4=C3C1=C1C=CC=CC1=C4)=CC=C2","-","426","midnighter","published","active","-"
"COC1=CC(=O)C2=C(N=C(C)C3=C2NC2=C3C=CC=C2)C1=O","-","427","midnighter","published","active","-"
"NC1=CC2=C(C=C1N(=O)=O)C1=C(N2)C=CC=C1","-","428","midnighter","published","active","-"
"CCS","-","429","midnighter","published","inactive","-"
"FC(F)(Cl)Br","-","430","midnighter","published","inactive","-"
"N#[N]=NCC1=CC=CC=C1","-","431","midnighter","published","active","-"
"CN1C2=C(C=CC=C2)C2=C1C=CC=C2","-","432","midnighter","published","active","-"
"CC\C=C/C#N","-","433","midnighter","published","inactive","-"
"O=NC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC1=C3CCCC1","-","434","midnighter","published","active","-"
"COC1=CC2=C(C=C1OC)[C@H]1[C@H](CO2)OC2=C3C[C@H](OC3=CC=C2C1=O)C(C)=C","-","435","midnighter","published","inactive","-"
"OCC1=CC=C2C(=C1)C1=CC=CC3=CC=CC2=C13","-","436","midnighter","published","active","-"
"COC(=O)CCCC(=O)OC","-","437","midnighter","published","inactive","-"
"NC(=N)C1=CC=CC=C1","-","438","midnighter","published","inactive","-"
"CN(C)C1=CC=C2C(C=CC(\C=C\C3=C(C)N(C(C)=C3)C3=CC=CC=C3)=[N+]2C)=C1","-","439","midnighter","published","active","-"
"BrN1C(=O)CCC1=O","-","440","midnighter","published","active","-"
"CN1C2=CC=C3OCCOCCOCCOCCOCCOCCOC4=CC=C1C(=C4)C(=S)C2=C3","-","441","midnighter","published","inactive","-"
"CNC(=O)NO","-","442","midnighter","published","inactive","-"
"CC1=CC=C(C(=C1)C(O)=O)N(=O)=O","-","443","midnighter","published","active","-"
"O=N(=O)C1=CC=C(OC2CO2)C=C1","-","444","midnighter","published","active","-"
"NCCS(O)(=O)=O","-","445","midnighter","published","inactive","-"
"NC1=CC=CC=C1S(O)(=O)=O","-","446","midnighter","published","active","-"
"O[N+]1=CC2=C(C=CC=N2)C=N1","-","447","midnighter","published","inactive","-"
"CC1=CC=C2C(=C1)C1=C3C2=C2C=CC=CC2=CC3=C2C=CC=CC2=C1","-","448","midnighter","published","active","-"
"CC1=CC=C2C(C=CC3=C2C=C2C=CC=CC2=C3)=C1","-","449","midnighter","published","active","-"
"CN(C)N","-","450","midnighter","published","active","-"
"C1C2=CC=CC=C2C2=C1C=CC1=C2C2=C(C=CC=C2)C=C1","-","451","midnighter","published","inactive","-"
"C1=CC=C2C=NC=CC2=C1","-","452","midnighter","published","inactive","-"
"O=C(CN1C=CN=C1N(=O)=O)NCC1=CC=CC=C1","-","453","midnighter","published","active","-"
"CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC","-","454","midnighter","published","inactive","-"
"NC1=CC=CC(=C1)S(O)(=O)=O","-","455","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2C=CCC2=C1","-","456","midnighter","published","active","-"
"OC(=O)CCN=[N]#N","-","457","midnighter","published","active","-"
"OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C2=CC=C(C=C2S(O)(=O)=O)N=NC2=C(O)C=CC3=C2C=CC=C3)C(=C1)S(O)(=O)=O","-","458","midnighter","published","inactive","-"
"OC1C2OC2C2=C(C1O)C1=C(C=C2)C2=C(C=CC=C2)C=C1","-","459","midnighter","published","active","-"
"CC(C)(C)NCC(O)COC1=CC=C(O)C=C1C1CCCC1","-","460","midnighter","published","inactive","-"
"CCCCC(S)(CCC)CCCC","-","461","midnighter","published","inactive","-"
"CC1=CC=C(C(=C1)N(=O)=O)N(=O)=O","-","362","midnighter","published","active","-"
"CC(=O)CC(C)(C)NC(=O)C=C","-","363","midnighter","published","inactive","-"
"CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12","-","364","midnighter","published","inactive","-"
"CCOP(C)(=O)SCCN(C(C)C)C(C)C","-","365","midnighter","published","inactive","-"
"COC1=CC(CNC(=O)C(C)Br)=CC=C1O","-","366","midnighter","published","active","-"
"CN1CSC(=S)N(C)C1","-","367","midnighter","published","active","-"
"CC1=C(C=CC=C1N(=O)=O)N=[N+](O)C1=CC=CC(=C1C)N(=O)=O","-","368","midnighter","published","inactive","-"
"OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl","-","369","midnighter","published","inactive","-"
"C=CCN(CC=C)N=O","-","370","midnighter","published","active","-"
"OCC1=CC=C(F)C=C1","-","371","midnighter","published","inactive","-"
"COC1=CC(Cl)=C(OC)C=C1Cl","-","372","midnighter","published","active","-"
"CN(C)CCN(C)C","-","373","midnighter","published","inactive","-"
"OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C(Br)C(Br)=C(Br)C(Br)=C12)C1=CC(Br)=C(O)C(Br)=C1","-","374","midnighter","published","inactive","-"
"NCC(=O)NC1=CC=CC=C1","-","375","midnighter","published","active","-"
"O[C@H]1C=CC2=C(C=CC3=C2C=C2C=CC=C4C=CC3=C24)[C@@H]1O","-","376","midnighter","published","active","-"
"N#CC1=CC(=CC=C1)C#N","-","377","midnighter","published","inactive","-"
"O(C1=CC=CC=C1)C1=CC=CC=C1","-","378","midnighter","published","inactive","-"
"O=N(=O)C1=CC=C2NC=CC2=C1","-","379","midnighter","published","active","-"
"CC(C)CC(NC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","-","380","midnighter","published","inactive","-"
"NC1=CC=C(C=C1)C1=CC=C(N)C(=C1)N(=O)=O","-","381","midnighter","published","active","-"
"CC1=C(C=CC=C1N=C=O)N=C=O","-","382","midnighter","published","active","-"
"OCC1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3","-","383","midnighter","published","active","-"
"ClCC1=CC=CC2=C1C1=C3C(C=CC4=C3C(C=C1)=CC=C4)=C2","-","384","midnighter","published","active","-"
"C1=CC2=C(C=C1)C1=CC3=CC=CC=C3C=C1C=C2","-","385","midnighter","published","active","-"
"O=N(=O)C1=CC=CC2=C1C1=C(C=CC=C1)C=C2N(=O)=O","-","386","midnighter","published","active","-"
"OCCNC1=CC=C(C=C1)N=NC1=CC=C(C=C1)N(CCO)CCO","-","387","midnighter","published","inactive","-"
"CC1=CC=C(C=C1)C(C)(C)O","-","388","midnighter","published","inactive","-"
"NC1=NC(NO)=C2N=CN(C3OC(CO)C(O)C3O)C2=N1","-","389","midnighter","published","active","-"
"OS(=O)(=O)C1=CC=C(C=C1)N(=O)=O","-","390","midnighter","published","inactive","-"
"CC(N)(CC1=CC=C(O)C(O)=C1)C(O)=O","-","391","midnighter","published","inactive","-"
"ClCC1=CC=CC=N1","-","392","midnighter","published","active","-"
"O1C2C1C1=C3C(C=CC4=C3C=CC=C4)=CC3=C1C2=CC=C3","-","393","midnighter","published","active","-"
"CC(=O)\C=C/C1=CC=CC=C1","-","394","midnighter","published","active","-"
"CCC1=CC=CC=C1NC(=O)C1=CSC(=C1)N(=O)=O","-","395","midnighter","published","active","-"
"ClC1=CC=CC(=N1)C(Cl)(Cl)Cl","-","396","midnighter","published","active","-"
"NC(=N)NC#N","-","397","midnighter","published","active","-"
"CN(C)CCO","-","398","midnighter","published","inactive","-"
"CCCCCOC1=CC=C(C=C1)N=O","-","399","midnighter","published","active","-"
"CC1=CC=C(NCCCl)C=C1","-","400","midnighter","published","active","-"
"CC1=CC=CC=C1O","-","401","midnighter","published","inactive","-"
"BrCC(Br)CCOP(=O)(OCCC(Br)CBr)OCCC(Br)CBr","-","402","midnighter","published","inactive","-"
