"SMILES","RECORDID","MOLECULEID","EXTERNALID","N","INTRODUCER","MODIFIER","log(IGC50-1) {measured}","UNIT {log(IGC50-1)}","log(IGC50-1) {measured, converted}","UNIT {log(IGC50-1)}","COMMENTS"
"S=C=NCC1=CC=CC2=C1C=CC=C2","R34481","M5057","-","597","itetko","published","3.05","-log(mmol/L)","3.05","-log(mmol/L)","-"
"O=C(C=CC1=CC=CC=C1)N=C=S","R34482","M6790","-","598","itetko","published","0.29","-log(mmol/L)","0.29","-log(mmol/L)","-"
"BrC1=CC=C(C=O)C=C1","R34483","M14351","-","599","itetko","published","0.587","-log(mmol/L)","0.587","-log(mmol/L)","-"
"CC1=CC=C(C=O)C=C1","R34484","M2992","-","600","itetko","published","-0.057","-log(mmol/L)","-0.057","-log(mmol/L)","-"
"FC1=CC=C(C=O)C=C1","R34485","M11236","-","601","itetko","published","-0.127","-log(mmol/L)","-0.127","-log(mmol/L)","-"
"O=CC1=CC=C(C=O)C=C1","R34486","M5871","-","602","itetko","published","-0.086","-log(mmol/L)","-0.086","-log(mmol/L)","-"
"COC1=CC=C(C=O)C=C1","R34487","M14343","-","603","itetko","published","-0.047","-log(mmol/L)","-0.047","-log(mmol/L)",""
"CCOC1=CC=C(C=O)C=C1","R34488","M5221","-","604","itetko","published","0.073","-log(mmol/L)","0.073","-log(mmol/L)","-"
"CC1=CC=CC=C1C=O","R34489","M1031","-","605","itetko","published","0.011","-log(mmol/L)","0.011","-log(mmol/L)","-"
"ClC1=CC=CC(C=O)=C1","R34490","M10607","-","606","itetko","published","0.406","-log(mmol/L)","0.406","-log(mmol/L)","-"
"BrC1=CC=CC(C=O)=C1","R34491","M10663","-","607","itetko","published","0.506","-log(mmol/L)","0.506","-log(mmol/L)","-"
"FC1=CC=CC(C=O)=C1","R34492","M8590","-","608","itetko","published","0.154","-log(mmol/L)","0.154","-log(mmol/L)","-"
"COC1=CC(OC)=C(C=O)C=C1","R34493","M6527","-","609","itetko","published","-0.056","-log(mmol/L)","-0.056","-log(mmol/L)","-"
"FC1=C(C=O)C=CC=C1","R34494","M14450","-","610","itetko","published","0.079","-log(mmol/L)","0.079","-log(mmol/L)","-"
"CCCCOC1=CC=C(C=O)C=C1","R34495","M12942","-","611","itetko","published","0.716","-log(mmol/L)","0.716","-log(mmol/L)","-"
"[O-][N+](=O)C1=CC=CC(Cl)=C1C=O","R34496","M10167","-","612","itetko","published","0.155","-log(mmol/L)","0.155","-log(mmol/L)","-"
"COC1=C(O)C(Cl)=C(C=O)C=C1","R34497","M2278","-","613","itetko","published","0.204","-log(mmol/L)","0.204","-log(mmol/L)","-"
"CC1=CC=C2C=CC=CC2=C1C=O","R34498","M12310","-","614","itetko","published","1.231","-log(mmol/L)","1.231","-log(mmol/L)","-"
"CC1=CC=C(C=O)C2=C1C=CC=C2","R34499","M6028","-","615","itetko","published","1.123","-log(mmol/L)","1.123","-log(mmol/L)","-"
"O=CC1=C2C=CC=CC2=C2C=CC=CC2=C1","R34500","M9055","-","616","itetko","published","1.708","-log(mmol/L)","1.708","-log(mmol/L)","-"
"OC1=CC=CC(C=O)=C1O","R34501","M4776","-","617","itetko","published","0.111","-log(mmol/L)","0.111","-log(mmol/L)","-"
"OC1=CC=C(O)C(C=O)=C1","R34502","M1449","-","618","itetko","published","0.277","-log(mmol/L)","0.277","-log(mmol/L)","-"
"OC1=C(O)C=C(C=O)C=C1","R34503","M4270","-","619","itetko","published","0.107","-log(mmol/L)","0.107","-log(mmol/L)","-"
"OC1=CC(C=O)=CC(O)=C1O","R34504","M9726","-","620","itetko","published","-0.196","-log(mmol/L)","-0.196","-log(mmol/L)","-"
"OC1=CC(O)=C(C=O)C(O)=C1","R34505","M1046","-","621","itetko","published","0.128","-log(mmol/L)","0.128","-log(mmol/L)","-"
"CCOC1=C(O)C(C=O)=CC=C1","R34506","M7882","-","622","itetko","published","0.85","-log(mmol/L)","0.85","-log(mmol/L)","-"
"COC1=C(O)C(C=O)=CC=C1","R34507","M5060","-","623","itetko","published","0.377","-log(mmol/L)","0.377","-log(mmol/L)","-"
"COC1=CC(OC)=C(C=O)C(O)=C1","R34508","M2833","-","624","itetko","published","0.617","-log(mmol/L)","0.617","-log(mmol/L)","-"
"OC1=CC(Cl)=C(C=O)C=C1","R34509","M14223","-","625","itetko","published","0.89","-log(mmol/L)","0.89","-log(mmol/L)","-"
"OC1=CC=C2C=CC=CC2=C1C=O","R34510","M7579","-","626","itetko","published","1.32","-log(mmol/L)","1.32","-log(mmol/L)","-"
"OC1=C2C=CC=CC2=C(C=O)C=C1","R34511","M6330","-","627","itetko","published","1.05","-log(mmol/L)","1.05","-log(mmol/L)","-"
"OC1=CC=C(C=O)C=C1Br","R34512","M11242","-","628","itetko","published","0.61","-log(mmol/L)","0.61","-log(mmol/L)","-"
"OC1=C(Br)C(O)=C(Br)C=C1Br","R34513","M13371","-","629","itetko","published","1.06","-log(mmol/L)","1.06","-log(mmol/L)","-"
"OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1","R34514","M14476","-","630","itetko","published","1.37","-log(mmol/L)","1.37","-log(mmol/L)","-"
"OC1=CC=CC=C1O","R34515","M13426","-","631","itetko","published","0.75","-log(mmol/L)","0.75","-log(mmol/L)","-"
"OC1=C(O)C=C(C=C1)[N+]([O-])=O","R34516","M12982","-","632","itetko","published","1.17","-log(mmol/L)","1.17","-log(mmol/L)","-"
"OC1=CC=CC(O)=C1O","R34517","M12514","-","633","itetko","published","0.85","-log(mmol/L)","0.85","-log(mmol/L)","-"
"OC1=CC=C(O)C(O)=C1","R34518","M3191","-","634","itetko","published","0.44","-log(mmol/L)","0.44","-log(mmol/L)","-"
"CC1=CC(O)=CC=C1O","R34519","M1500","-","635","itetko","published","1.86","-log(mmol/L)","1.86","-log(mmol/L)","-"
"CC1=C(C)C(O)=CC=C1O","R34520","M1117","-","636","itetko","published","1.41","-log(mmol/L)","1.41","-log(mmol/L)","-"
"CC1=C(O)C(C)=C(C)C(O)=C1","R34521","M480","-","637","itetko","published","1.34","-log(mmol/L)","1.34","-log(mmol/L)","-"
"CC1=C(C)C(O)=C(C)C(C)=C1O","R34522","M10672","-","638","itetko","published","1.28","-log(mmol/L)","1.28","-log(mmol/L)","-"
"OC1=CC(Cl)=C(O)C=C1","R34523","M206","-","639","itetko","published","1.26","-log(mmol/L)","1.26","-log(mmol/L)","-"
"OC1=CC=C(O)C(Br)=C1","R34524","M9653","-","640","itetko","published","1.68","-log(mmol/L)","1.68","-log(mmol/L)","-"
"OC1=C(Cl)C(Cl)=C(O)C(Cl)=C1Cl","R34525","M10645","-","641","itetko","published","2.11","-log(mmol/L)","2.11","-log(mmol/L)","-"
"OC1=CC(=C(O)C=C1)C1=CC=CC=C1","R34526","M12826","-","642","itetko","published","2.01","-log(mmol/L)","2.01","-log(mmol/L)","-"
"OC1=CC(Cl)=C(O)C=C1Cl","R34527","M585","-","643","itetko","published","1.81","-log(mmol/L)","1.81","-log(mmol/L)","-"
"OC1=C(Br)C(Br)=C(Br)C(Br)=C1O","R34528","M7753","-","644","itetko","published","0.98","-log(mmol/L)","0.98","-log(mmol/L)","-"
